gamename,avg,gain,peak,avg_peak_perc
Broforce,1129.28,695.63,3947,28.6111%
LIMBO,663.76,-1035.69,1833,36.2117%
DARK SOULS II,328.29,-151.07,531,61.8249%
"Star Wars: Battlefront 2 (Classic, 2005)",408.71,-24.51,638,64.0611%
Metro 2033 Redux,376.87,43.12,1070,35.2215%
Bastion,332.6,198.89,1525,21.8098%
Half-Life,384.27,45.68,955,40.2377%
Game Dev Tycoon,390.48,-256.79,931,41.942%
Rising Storm/Red Orchestra 2 Multiplayer,1156.18,-9.04,2041,56.6477%
Grand Theft Auto: San Andreas,1019.48,280.31,2249,45.3304%
Wolfenstein: The New Order,688.56,87,1648,41.7816%
Elite Dangerous,3120.6,-2.14,5976,52.2189%
Batman: Arkham City GOTY,846.91,249.1,1686,50.2319%
Emily is Away,68.8,2.31,138,49.8551%
Besiege,741.38,-92.42,1283,57.7849%
Call of Duty: Black Ops II,319.92,-6.89,624,51.2692%
"Papers, Please",295.3,52.2,653,45.2221%
American Truck Simulator,2399.43,-423.46,4328,55.4397%
Alien: Isolation,307.43,60.16,733,41.9413%
Slime Rancher,294.99,-44.12,664,44.4262%
Fistful of Frags,478.3,31.92,780,61.3205%
Metro: Last Light Redux,404.79,64.08,933,43.3859%
Hitman: Absolution,590.37,43.42,1222,48.3118%
Battlefield: Bad Company 2,782.33,155.89,2502,31.2682%
Alan Wake,116.21,20.65,271,42.8819%
Risk of Rain,500.52,102.36,996,50.253%
Depth,274.4,68.47,884,31.0407%
Transistor,330.33,227.65,1388,23.799%
ORION: Prelude,155.7,27.93,412,37.7913%
Verdun,609.95,64.63,1697,35.9428%
Hotline Miami 2: Wrong Number,426.04,26.64,1135,37.5366%
Max Payne 3,311.82,60.16,759,41.083%
Mortal Kombat X,322.97,-17.99,580,55.6845%
The Wolf Among Us,142.71,17.06,338,42.2219%
Cry of Fear,135.23,4.34,230,58.7957%
Magicka,228.31,23.71,601,37.9884%
SpeedRunners,943.41,266.92,3237,29.1446%
Awesomenauts,507.64,57.46,1032,49.1899%
Batman: Arkham Origins,564.22,162.25,1132,49.8428%
Batman: Arkham Asylum GOTY Edition,383.69,115.4,927,41.3905%
Amnesia: The Dark Descent,113.04,12.5,248,45.5806%
APB Reloaded,1131.08,-113.81,1755,64.449%
Super Hexagon,38.25,4.31,85,45%
INSIDE,1037.02,NA,3753,27.6318%
Call of Duty: World at War,2256.98,226.9,4080,55.3181%
The Plan,2.59,0.84,9,28.7778%
Creativerse,1475.95,-99.73,2621,56.3125%
Shadow Warrior,137.53,-6.07,361,38.097%
A Story About My Uncle,70.45,-53.36,286,24.6329%
Mirror's Edge,234.8,-76.47,813,28.8807%
HuniePop,436.97,13.41,1077,40.5729%
Fallout 3 - Game of the Year Edition,407.66,1.18,723,56.3845%
Arma 2: Operation Arrowhead,3386.29,-61.86,5809,58.2939%
DiRT Rally,544.1,-53.22,1154,47.149%
Alien Swarm,204.08,40.1,362,56.3757%
Miscreated,720.54,571.05,1871,38.511%
The Talos Principle,413.01,95.57,1181,34.9712%
Spintires®,1080.24,21.99,1822,59.2887%
Blood and Bacon,159.63,55.02,363,43.9752%
Duck Game,379.49,39.69,701,54.1355%
Magic Duels,3410.74,552.67,6364,53.5943%
SOMA,134.37,52.19,449,29.9265%
Trine 2,151.73,-67.61,409,37.0978%
NEKOPARA Vol. 1,90.27,10.38,213,42.3803%
BLOCKADE 3D,593.92,386.53,1025,57.9434%
Five Nights at Freddy's,81.11,13.91,198,40.9646%
Spiral Knights,546.74,9.44,891,61.3625%
Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,47.79,10.88,139,34.3813%
ABZU,2.35,NA,8,29.375%
Stranded Deep,343.4,43.41,645,53.2403%
Serious Sam 3: BFE,263.67,33.02,845,31.2036%
Hurtworld,2665.24,88.73,5519,48.2921%
Assetto Corsa,1133.57,177.91,3604,31.4531%
Scrap Mechanic,1394.11,116.46,2436,57.2295%
Watch_Dogs,489.49,-480.01,1211,40.4203%
The Expendabros,176.23,39.48,337,52.2938%
Dust: An Elysian Tail,125.77,33.13,374,33.6283%
Ryse: Son of Rome,351.37,155.38,1631,21.5432%
Hero Siege,607.71,35.38,1949,31.1806%
Call of Duty: Ghosts,134.48,5.63,246,54.6667%
Assassin's Creed II,313.63,42.4,702,44.6766%
SUPERHOT,102.03,-11.81,245,41.6449%
DmC Devil May Cry,149.11,3.76,360,41.4194%
Layers of Fear,55.64,7.3,167,33.3174%
Day of Infamy,73.82,71.36,1234,5.9822%
Tales from the Borderlands,218.62,45.03,636,34.3742%
Skullgirls 2nd Encore,230.4,81.33,424,54.3396%
Call of Duty: Black Ops,558.97,4.38,1007,55.5084%
One Finger Death Punch,83.68,8.69,197,42.4772%
Crypt of the NecroDancer,372.06,109.99,874,42.5698%
L.A. Noire,394.59,21.6,1224,32.2377%
A Hat in Time,1.27,-0.42,7,18.1429%
Warhammer: End Times - Vermintide,594.68,-102.21,2029,29.309%
Half-Life 2: Episode Two,189.85,41.84,361,52.59%
Iron Snout,112.52,9.32,180,62.5111%
Rogue Legacy,329.13,-4.49,797,41.2961%
Age of Empires® III (2007),2096.8,601.57,5131,40.8653%
METAL GEAR RISING: REVENGEANCE,143.14,-75.51,371,38.5822%
Gang Beasts,330.14,38.8,756,43.6693%
Call of Duty: Advanced Warfare,142.59,7.24,272,52.4228%
Town of Salem,1025.6,-98.57,1757,58.3722%
Orcs Must Die! 2,293.9,27.74,757,38.8243%
Tabletop Simulator,1290.46,237.67,3463,37.2642%
HELLDIVERS,491.04,191.09,1867,26.301%
Deus Ex: Human Revolution - Director's Cut,640.15,96.1,1207,53.0365%
How to Survive,142.26,-10.04,470,30.2681%
Guns of Icarus Online,144.88,-92.48,443,32.7043%
Dragon's Dogma: Dark Arisen,1415.05,442.84,3735,37.8862%
Brütal Legend,112.33,28.3,367,30.6076%
The Beginner's Guide,19.46,0.17,78,24.9487%
Sniper Elite 3,753.07,65.88,2172,34.6717%
DRAGON BALL XENOVERSE,1853.33,1090.02,4810,38.5308%
VA-11 Hall-A: Cyberpunk Bartender Action,103.24,-23.74,255,40.4863%
Just Cause 2: Multiplayer Mod,240.47,20.16,626,38.4137%
Antichamber,46.47,4.13,145,32.0483%
Dino D-Day,64.15,-53.56,161,39.8447%
Counter-Strike: Condition Zero,624.87,-27.25,1074,58.1816%
The Darkness II,133.86,87.63,455,29.4198%
GRID 2,196.76,16.2,555,35.4523%
Sakura Clicker,414.59,-33.9,545,76.0716%
Refunct,6.84,1.06,39,17.5385%
Gone Home,21.86,5.61,161,13.5776%
NEKOPARA Vol. 0,55.99,1.68,218,25.6835%
FINAL FANTASY VII,443.24,7.14,734,60.3869%
Sanctum 2,102.1,4.05,288,35.4514%
The Escapists,408.83,-115.5,884,46.2477%
STAR WARS: Knights of the Old Republic,337.32,-3.85,578,58.3599%
Pillars of Eternity,1452.9,280.58,3322,43.7357%
Codename CURE,175.07,9.17,277,63.2022%
ShellShock Live,2384.74,352.4,4819,49.4862%
Need for Speed: Hot Pursuit,188.87,39.83,492,38.3882%
Surgeon Simulator,111.55,-162.93,214,52.1262%
World of Guns: Gun Disassembly,183.53,17.19,388,47.3015%
Toribash,235.74,5.12,388,60.7577%
Empyrion - Galactic Survival,1223.72,23.79,2217,55.1971%
Hyper Light Drifter,219.76,40.3,648,33.9136%
Mountain,71.21,-19.19,120,59.3417%
Block N Load,804.62,-98.25,1395,57.6789%
Portal Knights,1093.8,643.61,3736,29.2773%
Dungeon Defenders,315.86,67.93,709,44.5501%
Mass Effect 2,650.62,208.26,1308,49.7416%
FEZ,51.31,4.09,132,38.8712%
100% Orange Juice,131.57,-44.75,374,35.1791%
The Evil Within,159.83,21.83,326,49.0276%
Day of Defeat: Source,635.43,-5.78,1333,47.6692%
Thief,181.02,-0.61,394,45.9442%
Bad Rats,28.05,-1.69,62,45.2419%
Gunpoint,40.13,3.08,137,29.292%
Quake Live,529.68,-2.52,977,54.2149%
The Room,70.35,24.45,282,24.9468%
S.T.A.L.K.E.R.: Call of Pripyat,299.63,80.97,647,46.3107%
Shadow Warrior 2,0.04,-0.02,3,1.3333%
Eternal Senia,26.04,-1.55,47,55.4043%
Montaro,198.54,NA,320,62.0437%
Tom Clancy's Splinter Cell Blacklist,255.94,-122.77,514,49.7938%
Endless Legend,727.13,142.49,2025,35.9077%
Survarium,445.31,-29.29,844,52.7618%
Child of Light,140.03,25.46,396,35.3611%
Beholder,0.22,NA,2,11%
Fallout 3,120.44,-0.6,216,55.7593%
Yet Another Zombie Defense,52.94,21.74,173,30.6012%
Moonbase Alpha,31.24,0.24,64,48.8125%
"Warhammer 40,000: Space Marine",133.76,5.86,356,37.573%
Grand Theft Auto: Vice City,231.5,71.35,593,39.0388%
Who's Your Daddy?!,177.77,-25.17,327,54.3639%
The Banner Saga,212.01,19.24,669,31.6906%
Burnout Paradise: The Ultimate Box,166.59,28.27,485,34.3485%
Nuclear Throne,286.68,-12.11,467,61.3876%
Kingdom: Classic,157.27,-18.45,407,38.6413%
Sid Meier's Civilization: Beyond Earth,1847.8,134.09,3609,51.1998%
Shadow Tactics: Blades of the Shogun,0.63,-2.28,5,12.6%
The Crew,530.05,117.17,1139,46.5364%
Mitos.is: The Game,776.63,-87.77,1428,54.3859%
Aliens vs. Predator,99.19,6.17,225,44.0844%
Trine,75.39,-37.51,246,30.6463%
Saints Row 2,218.7,19.52,464,47.1336%
RAGE,147.92,13.97,291,50.8316%
Pony Island,68.74,19.82,270,25.4593%
Shovel Knight: Treasure Trove,146.33,33.58,412,35.517%
Far Cry® 3 Blood Dragon,55.84,0.41,134,41.6716%
Gotham City Impostors: Free To Play,149.25,7.08,294,50.7653%
Double Action: Boogaloo,60.79,-0.13,123,49.4228%
Defiance,545.9,-25.14,841,64.9108%
Hyperdimension Neptunia Re;Birth1,299.29,110.61,586,51.0734%
Dead Space,117.17,29.21,286,40.9685%
Contagion,101.53,6.06,227,44.7269%
Remember Me,101.24,-55.33,288,35.1528%
Resident Evil Revelations 2,245.98,-79.36,565,43.5363%
Spooky's Jump Scare Mansion,44.16,8.45,89,49.618%
LEGO® Worlds,255.52,-69.34,528,48.3939%
WARMODE,138.86,-16.15,320,43.3938%
Deadlight,29.1,3.02,100,29.1%
Dead Space 2,114.6,24.55,283,40.4947%
Valkyria Chronicles,405.73,135.76,1019,39.8165%
RWBY: Grimm Eclipse,342.53,252.72,3224,10.6244%
Dragon Age: Origins - Ultimate Edition,634.96,120.56,1411,45.0007%
LEGO® MARVEL Super Heroes,635.87,43.65,1273,49.9505%
Injustice: Gods Among Us Ultimate Edition,204.62,-10.99,552,37.0688%
Tropico 4,324.66,26.2,633,51.2891%
Call of Duty 4: Modern Warfare,267.73,-25.34,591,45.3012%
Shadowrun Returns,127.48,22.6,375,33.9947%
NEKOPARA Vol. 2,81.31,13.8,163,49.8834%
MURDERED: SOUL SUSPECT,53.75,1.87,145,37.069%
Star Conflict,501.09,-51.08,908,55.1861%
Move or Die,129,27.84,326,39.5706%
Project CARS,967.33,15.08,2585,37.4209%
Kingdoms of Amalur: Reckoning,405,114.5,1013,39.9803%
Bully: Scholarship Edition,245.41,54.35,776,31.625%
Zombie Army Trilogy,240.68,24.93,787,30.582%
Far Cry Primal,611.7,189.41,1672,36.5849%
Natural Selection 2,213.34,-30.08,476,44.8193%
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,20.82,-2.44,46,45.2609%
TrackMania Nations Forever,323.06,15.41,740,43.6568%
Ultra Street Fighter IV,307.39,43.58,584,52.6353%
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,133.09,16.72,343,38.8017%
Psychonauts,127.23,9,367,34.6676%
Reign Of Kings,503.6,-49.99,1208,41.6887%
Hand of Fate,181.19,-5.38,724,25.0262%
Five Nights at Freddy's 2,38.8,0.67,87,44.5977%
METAL GEAR SOLID V: GROUND ZEROES,78.7,-28.39,202,38.9604%
Transmissions: Element 120,188.73,-149.35,411,45.9197%
Half-Life 2: Episode One,146.34,27.58,323,45.3065%
Tropico 5,867.42,159.36,2492,34.8082%
AirMech Strike,177.2,-1.68,321,55.2025%
Defy Gravity,17.87,-9.09,80,22.3375%
Mini Metro,149.72,23.13,616,24.3052%
Thomas Was Alone,20.85,3.16,78,26.7308%
LISA,57.39,9.28,148,38.777%
Dungeon of the Endless,212.98,-57.33,598,35.6154%
Lords Of The Fallen,112.37,13.96,305,36.8426%
ELEX,0.45,0.45,4,11.25%
The Room Two,71.14,NA,369,19.2791%
S.K.I.L.L. - Special Force 2,1017.49,-136.17,1897,53.6368%
Dead Rising 3,293.2,70.04,852,34.4131%
Monaco,55.65,6.52,160,34.7812%
SNOW,242.89,-195.3,436,55.7087%
Deponia,98.05,38.18,351,27.9345%
Armello,218.02,39.72,477,45.7065%
Assassin's Creed Syndicate,479.44,109.7,995,48.1849%
Salt and Sanctuary,397.47,-35.37,856,46.4334%
FINAL FANTASY XIII,520.87,110.98,1208,43.1184%
Fallout,92,3.47,218,42.2018%
Craft The World,951.6,341.86,2164,43.9741%
Sonic Generations,104.55,22.79,200,52.275%
The Vanishing of Ethan Carter,29.59,10.4,124,23.8629%
RIFT,561.79,-53.73,874,64.278%
GunZ 2: The Second Duel,114.73,-3.33,181,63.3867%
LYNE,70.85,15.5,210,33.7381%
DISTRAINT: Deluxe Edition,2.67,0.17,10,26.7%
"Warhammer 40,000: Dawn of War III",1.04,0.99,7,14.8571%
Carpe Diem,2.66,-0.3,10,26.6%
Sniper Ghost Warrior 2,156.6,14.29,382,40.9948%
Viscera Cleanup Detail,226.37,42,446,50.7556%
Octodad: Dadliest Catch,89.77,32.34,250,35.908%
Crysis 2 Maximum Edition,109.82,18.8,253,43.4071%
VVVVVV,22.55,4.53,57,39.5614%
Assassin's Creed Brotherhood,202.96,38.36,414,49.0242%
The Bureau: XCOM Declassified,64.43,18.63,218,29.555%
Scribblenauts Unlimited,126.44,5.02,279,45.319%
Overcooked,0.74,0.29,5,14.8%
Wolfenstein: The Old Blood,179.74,8.79,454,39.5903%
The Witness,154.24,15.76,436,35.3761%
Oxenfree,74.79,10.97,202,37.0248%
Braid,36.52,10.39,113,32.3186%
STAR WARS Empire at War: Gold Pack,435.58,-40.84,780,55.8436%
Rabi-Ribi,136.12,32.62,354,38.452%
Youtubers Life,1265.08,-1741.07,3501,36.1348%
Tribes: Ascend,53.95,-8.73,103,52.3786%
America's Army: Proving Grounds,545.49,-11.87,1018,53.5845%
Little Inferno,40.15,3.01,87,46.1494%
Homefront: The Revolution,215.02,-126.35,510,42.1608%
STAR WARS Republic Commando,50.92,-4.32,94,54.1702%
Gear Up,151.67,-11.83,246,61.6545%
F.E.A.R.,47.4,3.75,104,45.5769%
Five Nights at Freddy's 4,20.89,2.82,64,32.6406%
Mount Your Friends,54.5,-18.67,208,26.2019%
FINAL FANTASY X/X-2 HD Remaster,979.42,-1055.84,1983,49.3908%
Resident Evil,90.76,-2.94,221,41.0679%
Deus Ex: Game of the Year Edition,59.88,9.7,129,46.4186%
Mount & Blade: With Fire and Sword,417.77,42.12,832,50.2127%
Wasteland 2,105.47,-305.76,258,40.8798%
CrossCode,17.08,1.26,39,43.7949%
CPUCores :: Maximize Your FPS,4.61,-0.47,13,35.4615%
Dragon Age: Origins,207.29,33.72,384,53.9818%
Vampire: The Masquerade - Bloodlines,105.32,21.14,288,36.5694%
Tyranny,4.93,-0.09,19,25.9474%
Crysis,68.78,1.44,279,24.6523%
Punch Club,284.96,-36.32,1119,25.4656%
Galactic Civilizations III,731.21,-31.3,1627,44.9422%
Minecraft: Story Mode - A Telltale Games Series,236.28,-70.57,1068,22.1236%
Half-Life 2: Deathmatch,204.27,-5.85,405,50.437%
PAC-MAN Championship Edition DX+,16.65,2.21,43,38.7209%
Super Crate Box,21.29,-0.32,48,44.3542%
Darksiders II Deathinitive Edition,297.66,36.56,721,41.2843%
Universe Sandbox,175.69,-25.49,308,57.0422%
Assassin's Creed Revelations,132.26,8.73,275,48.0945%
Sakura Spirit,23.5,-12.5,175,13.4286%
Momodora: Reverie Under the Moonlight,78.28,16.83,224,34.9464%
Unepic,144.13,28.59,428,33.6752%
Hitman: Blood Money,113.78,14.49,219,51.9543%
Door Kickers,146.78,41.43,477,30.7715%
How to Survive 2,281.08,-304.12,1016,27.6654%
Call to Arms,60.3,-32,139,43.3813%
Half-Life 2: Lost Coast,19.4,3.77,43,45.1163%
FreeStyle 2: Street Basketball,1145.94,-159.14,2024,56.6176%
Lucius,35.79,-6.03,94,38.0745%
Keep Talking and Nobody Explodes,117.05,-3.64,429,27.2844%
Assassin's Creed,84.46,3.17,214,39.4673%
Relic Hunters Zero: Remix,51.88,-9.78,101,51.3663%
Endless Space® - Definitive Edition,311.89,36.26,657,47.4718%
The Swapper,34.05,12,108,31.5278%
STAR WARS Jedi Knight: Jedi Academy,161.24,11.6,292,55.2192%
Aura Kingdom,614.12,7.91,957,64.1714%
Long Live The Queen,30.76,0.78,82,37.5122%
Anno 2070,407.31,116.37,992,41.0595%
Archeblade,56.06,-4.12,99,56.6263%
"Warhammer 40,000: Dawn of War II",324.91,-9.35,710,45.762%
S.T.A.L.K.E.R.: Clear Sky,182.99,53.17,418,43.7775%
60 Seconds!,87.98,-8.11,221,39.81%
Viridi,107.97,-2.16,152,71.0329%
Homefront,22.17,-2.99,63,35.1905%
Magicite,111.18,-6.6,250,44.472%
Nidhogg,86.99,47.92,258,33.7171%
Hatred,34.78,10.3,97,35.8557%
"Warhammer 40,000: Eternal Crusade",140.48,-16.78,560,25.0857%
FlatOut 2,47.91,5.63,152,31.5197%
Machinarium,27.1,10.1,89,30.4494%
DLC Quest,9.56,1.34,34,28.1176%
PROTOTYPE 2,98.96,17.14,235,42.1106%
Homeworld Remastered Collection,213.94,-55.78,519,41.2216%
Planetary Annihilation: TITANS,347.65,27.04,1157,30.0475%
Orcs Must Die!,46.85,4.29,111,42.2072%
Blockstorm,54.3,-46.05,174,31.2069%
Serious Sam 2,75.73,8.07,310,24.429%
F.E.A.R. 3,66.86,-1.96,160,41.7875%
Lucy -The Eternity She Wished For-,5.46,-1.09,20,27.3%
Supreme Commander 2,338.01,24.33,689,49.0581%
Sunless Sea,195.56,39.61,480,40.7417%
Jotun: Valhalla Edition,18.57,4,56,33.1607%
FINAL FANTASY VIII,401.03,51.04,797,50.3174%
This Is the Police,3.2,2.69,21,15.2381%
Broken Age,59.27,-26.7,147,40.3197%
Book of Demons,14.62,14.31,249,5.8715%
Riders of Icarus,6105.26,6021.73,16814,36.3106%
Tales of Zestiria,625,347.8,1531,40.823%
Far Cry 2,75.04,3.45,152,49.3684%
Tower Unite,83.98,-26.56,192,43.7396%
Zombie Panic! Source,79.77,8.05,156,51.1346%
Race The Sun,29.89,-1.61,57,52.4386%
RUNNING WITH RIFLES,101.89,-11.26,219,46.5251%
The Way of Life Free Edition,33.29,-110.74,199,16.7286%
Half-Life: Opposing Force,80.87,11.25,196,41.2602%
Stonehearth,454.02,76.99,997,45.5386%
Hatoful Boyfriend,29.38,0.04,84,34.9762%
METAL SLUG 3,29.5,2.66,86,34.3023%
Bit Blaster XL,23,-7.92,102,22.549%
Saints Row: Gat out of Hell,163.93,37.45,501,32.7206%
Lethal League,73.82,19.08,183,40.3388%
Never Alone (Kisima Ingitchuna),35.72,2.15,84,42.5238%
Timberman,23.62,3.26,63,37.4921%
Cave Story+,38.19,7.65,104,36.7212%
Kingdom Rush,115.33,32.86,280,41.1893%
Rebel Galaxy,265.52,-281.08,703,37.7696%
Hammerwatch,91.01,12.02,259,35.139%
Recettear: An Item Shop's Tale,80.9,4.87,206,39.2718%
The Mean Greens - Plastic Warfare,11.45,-7.65,43,26.6279%
Devil May Cry 4 Special Edition,95.07,0.3,213,44.6338%
Pit People,1.52,0.51,10,15.2%
Gauntlet,141.55,5.43,417,33.9448%
The Incredible Adventures of Van Helsing,127.94,79.34,571,22.4063%
Supreme Commander: Forged Alliance,367.61,35.38,747,49.2115%
GRID Autosport,163.1,2,395,41.2911%
Resident Evil Revelations,132.36,-29.81,283,46.7703%
Killer is Dead,25.78,-8.81,59,43.6949%
Reigns,0.18,NA,2,9%
Five Nights at Freddy's 3,18.32,1.7,53,34.566%
Fran Bow,78.45,8.47,278,28.2194%
Guacamelee! Gold Edition,27.12,7.32,76,35.6842%
Magicka 2,108.94,24.55,438,24.8721%
Her Story,34.65,-49.7,124,27.9435%
Dead Bits,29.96,-5.8,104,28.8077%
The Ship,45.49,6.62,140,32.4929%
Rivals of Aether,73.89,-8.16,171,43.2105%
War Trigger 3,203.79,-13.43,331,61.568%
Road Redemption,34.98,9.64,82,42.6585%
Company of Heroes - Legacy Edition,97.14,5.99,209,46.4785%
Fallout 2,114.34,10.57,200,57.17%
Elsword,522.39,-115.68,910,57.4055%
Paint the Town Red,160.93,65.32,368,43.731%
Grand Theft Auto III,89.53,29.74,275,32.5564%
The Silent Age,14.17,5.93,53,26.7358%
Party Hard,203.32,82.4,686,29.6385%
Faeria,172.45,-3.87,441,39.1043%
Sonic Adventure 2,126.16,17.23,284,44.4225%
Dead or Alive 5 Last Round,60.51,8.23,126,48.0238%
Ballistic Overkill,33.28,1.1,79,42.1266%
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,155.79,36.3,328,47.497%
Serena,2.65,-0.99,11,24.0909%
Gaokao.Love.100Days,39.21,9.34,104,37.7019%
SimplePlanes,208.94,-6.04,406,51.4631%
Styx: Master of Shadows,115.3,1.51,341,33.8123%
Clustertruck,1.07,0.19,8,13.375%
Democracy 3,145.27,28.36,299,48.5853%
Downwell,59.65,18.76,184,32.4185%
CastleMiner Z,46.2,1.2,100,46.2%
Slender: The Arrival,24.12,2.92,58,41.5862%
Devil Daggers,34.86,22.47,194,17.9691%
E.Y.E: Divine Cybermancy,45.72,9.06,109,41.945%
ONE PIECE PIRATE WARRIORS 3,492.12,-143.23,1332,36.9459%
Primal Carnage,73.53,7.54,201,36.5821%
Evoland,21.17,5.66,79,26.7975%
Duke Nukem Forever,118.7,72.98,384,30.9115%
Tree of Life,152.58,-183.61,326,46.8037%
Legend of Grimrock,64,9.51,164,39.0244%
Secret World Legends,370.53,63.6,1013,36.5775%
Transport Fever,0.45,0.12,4,11.25%
Binary Domain,22.56,-0.51,61,36.9836%
WAKFU,593.5,-5.32,1060,55.9906%
Command and Conquer: Red Alert 3,239.99,42.91,551,43.5554%
Dark Messiah of Might & Magic Single Player,45.87,6.93,124,36.9919%
Fable - The Lost Chapters,67.97,-6.43,120,56.6417%
Amnesia: A Machine for Pigs,12.8,2.67,42,30.4762%
EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,2190.72,NA,5931,36.9368%
Assassin's Creed Rogue,273.31,73.37,710,38.4944%
THE KING OF FIGHTERS XIII STEAM EDITION,125.81,-0.68,293,42.9386%
Murder Miners,31.92,5.94,80,39.9%
Stronghold Crusader 2,336.99,-34.12,914,36.8698%
MechWarrior Online,1045.49,95.15,1848,56.5741%
Garfield Kart,2.2,-0.77,11,20%
"Cook, Serve, Delicious!",70.3,10.83,164,42.8659%
System Shock 2,47.7,13.36,121,39.4215%
Furi,118.86,118.25,372,31.9516%
Victor Vran,168.9,40.71,597,28.2915%
Melody's Escape,32.19,-7.32,86,37.4302%
Planetbase,561.41,161.99,1240,45.275%
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,79.12,10.77,224,35.3214%
Baldur's Gate: Enhanced Edition,419.26,31.87,825,50.8194%
Stories: The Path of Destinies,28.04,-12.36,99,28.3232%
Jazzpunk: Director's Cut,14.49,1.72,32,45.2812%
Grim Fandango Remastered,72.32,13.84,232,31.1724%
Poly Bridge,334.57,245.63,915,36.565%
SteamWorld Dig,25.54,-0.8,91,28.0659%
I am Bread,45.31,-2.01,84,53.9405%
Enclave,30.29,0.39,67,45.209%
BEEP,27.35,-16.69,88,31.0795%
Fable Anniversary,609.14,301.47,2775,21.951%
Valley,0.19,0.05,1,19%
Atlas Reactor,178.3,118.25,675,26.4148%
Wizard of Legend,0.09,0.09,2,4.5%
Distance,40.2,0.07,133,30.2256%
From The Depths,595.83,176.47,1223,48.7187%
DOOM 3: BFG Edition,131.09,-16.07,358,36.6173%
Serious Sam HD: The First Encounter,76.6,0,281,27.2598%
War for the Overworld,157.92,-64.27,473,33.3869%
Polarity,26.99,6.27,83,32.5181%
SURVIVAL: Postapocalypse Now,36.15,7.47,149,24.2617%
Max Payne,28.48,4.58,97,29.3608%
The Tiny Bang Story,10.25,-3.58,29,35.3448%
Worms Revolution,216.76,49.48,718,30.1894%
Among the Sleep,15.36,0.33,47,32.6809%
State of Decay: Year-One,148.18,1.53,269,55.0855%
Dungeons of Dredmor,69.68,9.64,127,54.8661%
FINAL FANTASY IX,331.38,-141.9,604,54.8642%
TOXIKK,3.37,-0.5,12,28.0833%
Darkwood,7.46,0.99,18,41.4444%
Grow Home,47.81,-29.12,132,36.2197%
Time Clickers,1012.69,-127.35,1360,74.4625%
Risen,141.49,-28.46,374,37.8316%
Planet Explorers,81.94,28.83,185,44.2919%
Morphopolis,35.31,-8.14,88,40.125%
"Pirates, Vikings, & Knights II",92.73,9.14,171,54.2281%
Castlevania: Lords of Shadow - Ultimate Edition,79.49,14.73,241,32.9834%
Torchlight,77.11,21.04,198,38.9444%
Woodle Tree Adventures,45.06,-1.97,110,40.9636%
Half-Life: Blue Shift,45.16,9.99,103,43.8447%
Aragami,0.08,0.03,2,4%
Gothic II: Gold Edition,78.23,6.02,182,42.9835%
Bloons TD5,345.8,2.44,791,43.7168%
Turbo Dismount,73.86,1.14,139,53.1367%
Lost Lands: A Hidden Object Adventure,64.77,-4.1,108,59.9722%
Audiosurf 2,83.44,7.95,199,41.9296%
Euro Truck Simulator,49.75,19.7,153,32.5163%
Lost Lands: Mahjong,88.81,-22.92,157,56.5669%
Half-Life: Source,67.39,13.71,167,40.3533%
Crawl,33.42,-2.53,91,36.7253%
Jalopy,47.19,20.82,223,21.1614%
Plantera,95.27,-13.11,188,50.6755%
Blockland,127.58,10.02,230,55.4696%
The Ultimate DOOM,25.24,-8.31,86,29.3488%
Prototype,64.85,9.69,160,40.5312%
SpaceChem,44.13,6.79,111,39.7568%
ENSLAVED: Odyssey to the West Premium Edition,23.58,5.02,74,31.8649%
Strife,185.7,-11.89,323,57.4923%
Vindictus,685.96,320.99,1610,42.6062%
Viscera Cleanup Detail: Santa's Rampage,28.09,4.3,63,44.5873%
Secrets of Grindea,93.86,14.21,226,41.531%
Trine 3: The Artifacts of Power,51.03,-10.34,161,31.6957%
Magic 2014,117.08,4.35,237,49.4008%
Boring Man - Online Tactical Stickman Combat,109.68,-2.77,165,66.4727%
